Nombre,Avg_viewers,Time_streamed,All_time_peak_viewers,Hours_watched,Rank,Followers_gained,Total_followers,Total_views,Enlace
Mundodeportivo,1860.0,14.8,20163.0,27500.0,2833,9.0,8900.0,0.0,https://twitchtracker.com/mundodeportivo
Rogercarbo11,830.0,102.7,13513.0,85200.0,2867,1300.0,113000.0,0.0,https://twitchtracker.com/rogercarbo11
Shadoune666,759.0,117.2,690360.0,89000.0,2874,4800.0,2000000.0,13200000.0,https://twitchtracker.com/shadoune666
Alexcrasherss,931.0,84.7,2385.0,78800.0,2885,19400.0,368000.0,0.0,https://twitchtracker.com/alexcrasherss
Misrravb,713.0,128.1,7168.0,91300.0,2887,2100.0,160000.0,0.0,https://twitchtracker.com/misrravb
Pompeyo4,816.0,104.3,11948.0,85100.0,2897,1600.0,304000.0,2270000.0,https://twitchtracker.com/pompeyo4
Perxitaa,1229.0,49.6,141660.0,61000.0,2901,1100.0,2540000.0,41800000.0,https://twitchtracker.com/perxitaa
Opoartstudy,400.0,270.6,4424.0,108000.0,2905,721.0,40000.0,0.0,https://twitchtracker.com/opoartstudy
Akawonder,555.0,178.4,7034.0,98900.0,2917,202.0,114000.0,24600000.0,https://twitchtracker.com/akawonder
Canalquickie,988.0,75.0,8112.0,74100.0,2919,368.0,36800.0,0.0,https://twitchtracker.com/canalquickie
Jugandorcriticonoficial,889.0,89.6,8261.0,79600.0,2924,1900.0,121000.0,1670000.0,https://twitchtracker.com/jugandorcriticonoficial
Eeveelinh,986.0,74.7,11677.0,73600.0,2928,115.0,57900.0,808000.0,https://twitchtracker.com/eeveelinh
Juniorhealy,1173.0,52.6,3421.0,61700.0,2969,786.0,10400.0,0.0,https://twitchtracker.com/juniorhealy
Altertimesk,656.0,138.9,7895.0,91100.0,2972,301.0,69700.0,9360000.0,https://twitchtracker.com/altertimesk
Agorafutbol,911.0,82.8,5502.0,75500.0,2997,450.0,56400.0,0.0,https://twitchtracker.com/agorafutbol
Elrichmc,1879.0,10.6,99315.0,20000.0,2998,235.0,1440000.0,28900000.0,https://twitchtracker.com/elrichmc
Elabrahaham,1053.0,62.0,4944.0,65300.0,3043,19200.0,719000.0,461000.0,https://twitchtracker.com/elabrahaham
Cabezadehomer,365.0,286.7,1942.0,105000.0,3045,1600.0,22000.0,0.0,https://twitchtracker.com/cabezadehomer
Elreydelabalanzapa,1658.0,18.4,16388.0,30500.0,3047,13100.0,89800.0,0.0,https://twitchtracker.com/elreydelabalanzapa
Lamediainglesa,1574.0,22.2,16760.0,34900.0,3056,580.0,107000.0,0.0,https://twitchtracker.com/lamediainglesa
Santicokun,1465.0,27.8,3099.0,40700.0,3067,9300.0,10800.0,0.0,https://twitchtracker.com/santicokun
Letrows,867.0,85.2,5772.0,73900.0,3096,277.0,49200.0,865000.0,https://twitchtracker.com/letrows
Rubenuria_,999.0,66.3,4998.0,66200.0,3102,678.0,17200.0,0.0,https://twitchtracker.com/rubenuria_
Yarify,159.0,719.5,2021.0,114000.0,3104,1400.0,147000.0,3000000.0,https://twitchtracker.com/yarify
Cristobalgazquez,737.0,109.4,3994.0,80600.0,3124,232.0,14500.0,0.0,https://twitchtracker.com/cristobalgazquez
Relic_lol,533.0,172.6,2370.0,91900.0,3136,1200.0,34100.0,0.0,https://twitchtracker.com/relic_lol
Caprimint,821.0,91.9,11788.0,75400.0,3138,1900.0,989000.0,13800000.0,https://twitchtracker.com/caprimint
Elcalvo_lol,576.0,154.7,2543.0,89100.0,3154,7900.0,28900.0,0.0,https://twitchtracker.com/elcalvo_lol
1ciscoo,387.0,258.1,1563.0,99900.0,3155,733.0,9600.0,0.0,https://twitchtracker.com/1ciscoo
Anujbost,1169.0,47.1,11782.0,55000.0,3156,56.0,56000.0,399000.0,https://twitchtracker.com/anujbost
Danyfishy,707.0,115.0,1796.0,81300.0,3164,10500.0,44100.0,0.0,https://twitchtracker.com/danyfishy
Bersgamer,230.0,470.3,10456.0,108000.0,3173,1600.0,274000.0,2790000.0,https://twitchtracker.com/bersgamer
Sekiam,558.0,160.0,24845.0,89300.0,3180,-109.0,232000.0,4970000.0,https://twitchtracker.com/sekiam
Yosoykkarot,172.0,641.5,546.0,110000.0,3209,935.0,6200.0,0.0,https://twitchtracker.com/yosoykkarot
Danielaazuaje_,692.0,115.8,10546.0,80200.0,3213,1100.0,443000.0,10900000.0,https://twitchtracker.com/danielaazuaje_
Grenheir,1488.0,23.2,14713.0,34500.0,3215,394.0,252000.0,0.0,https://twitchtracker.com/grenheir
Misspolaroid,703.0,112.0,6378.0,78700.0,3234,-1000.0,100000.0,2430000.0,https://twitchtracker.com/misspolaroid
Gorilon,1460.0,23.8,58666.0,34800.0,3244,2400.0,315000.0,2460000.0,https://twitchtracker.com/gorilon
Joslogx,151.0,720.0,343.0,109000.0,3264,649.0,7500.0,0.0,https://twitchtracker.com/joslogx
Thedarkraimola,573.0,147.8,6410.0,84700.0,3269,609.0,56000.0,468000.0,https://twitchtracker.com/thedarkraimola
Maryblog,923.0,69.2,24435.0,63900.0,3293,-3200.0,230000.0,1160000.0,https://twitchtracker.com/maryblog
Reymo54,212.0,489.1,579.0,104000.0,3313,2300.0,3700.0,0.0,https://twitchtracker.com/reymo54
Natymoon,877.0,74.6,2674.0,65400.00000000001,3319,916.0,172000.0,1390000.0,https://twitchtracker.com/natymoon
Peliculas_yolo50,162.0,655.2,479.0,106000.0,3322,6200.0,15600.0,0.0,https://twitchtracker.com/peliculas_yolo50
Laxxuz,440.0,205.1,4984.0,90300.0,3326,3100.0,151000.0,0.0,https://twitchtracker.com/laxxuz
Holasoysergio1,557.0,149.7,6636.0,83400.0,3332,312.0,38900.0,2450000.0,https://twitchtracker.com/holasoysergio1
Maaylen,1057.0,51.3,12462.0,54200.0,3342,160.0,131000.0,1940000.0,https://twitchtracker.com/maaylen
Inakiangulotv,1278.0,32.1,4340.0,41000.0,3356,158.0,33900.0,0.0,https://twitchtracker.com/inakiangulotv
Flexz,368.0,253.0,16672.0,93100.0,3357,784.0,397000.0,11700000.0,https://twitchtracker.com/flexz
Games4ndchill,656.0,116.5,3970.0,76500.0,3364,2600.0,86900.0,0.0,https://twitchtracker.com/games4ndchill
Norgannonhh,425.0,207.4,9943.0,88200.0,3406,397.0,62200.0,1170000.0,https://twitchtracker.com/norgannonhh
Axozer,592.0,132.4,557151.0,78400.0,3416,-995.0,2930000.0,28900000.0,https://twitchtracker.com/axozer
Souzacarlostv,474.0,179.8,5474.0,85100.0,3417,-80.0,48200.0,2190000.0,https://twitchtracker.com/souzacarlostv
Tathinoo,245.0,399.8,876.0,98100.0,3418,1300.0,3400.0,0.0,https://twitchtracker.com/tathinoo
Spanishmoviestv,188.0,536.6,515.0,101000.0,3433,5400.0,14000.0,0.0,https://twitchtracker.com/spanishmoviestv
Giigiritv,166.0,608.3,350.0,101000.0,3477,3400.0,4700.0,0.0,https://twitchtracker.com/giigiritv
Panpots,971.0,56.2,31508.0,54500.0,3485,-64.0,166000.0,2940000.0,https://twitchtracker.com/panpots
Elojoninja,605.0,124.5,20197.0,75300.0,3492,270.0,513000.0,21100000.0,https://twitchtracker.com/elojoninja
Rene8808,779.0,83.7,6029.0,65099.99999999999,3497,3800.0,448000.0,0.0,https://twitchtracker.com/rene8808
Agente_de_familia_11,185.0,530.1,174.0,98000.0,3536,1800.0,2500.0,0.0,https://twitchtracker.com/agente_de_familia_11
Universoreality_fl,763.0,83.1,5960.0,63400.0,3577,354.0,30900.0,0.0,https://twitchtracker.com/universoreality_fl
Hawnktv,456.0,177.1,7350.0,80700.0,3580,765.0,41000.0,6390000.0,https://twitchtracker.com/hawnktv
Elpelotasssss,968.0,52.6,5043.0,51000.0,3596,409.0,49600.0,0.0,https://twitchtracker.com/elpelotasssss
Stepz2,629.0,111.6,5452.0,70100.0,3603,1600.0,62200.0,0.0,https://twitchtracker.com/stepz2
Itsmoura,686.0,97.2,4067.0,66700.0,3610,3900.0,45000.0,441000.0,https://twitchtracker.com/itsmoura
Peliculason01,136.0,710.9,404.0,96700.0,3668,4300.0,10000.0,0.0,https://twitchtracker.com/peliculason01
Eskimalito,1271.0,24.8,9998.0,31500.0,3674,1100.0,123000.0,0.0,https://twitchtracker.com/eskimalito
Jeyruiz,534.0,136.8,2228.0,73100.0,3695,3000.0,105000.0,0.0,https://twitchtracker.com/jeyruiz
Pipepunk,1054.0,40.6,24313.0,42800.0,3713,814.0,1820000.0,8650000.0,https://twitchtracker.com/pipepunk
Misternachoo,554.0,127.8,4356.0,70700.0,3736,306.0,64000.0,1290000.0,https://twitchtracker.com/misternachoo
Angrodtralari,433.0,178.7,6359.0,77400.0,3746,458.0,86000.0,5570000.0,https://twitchtracker.com/angrodtralari
Whithblade,334.0,247.3,2412.0,82500.0,3762,305.0,63100.0,0.0,https://twitchtracker.com/whithblade
Supa_lol,1492.0,10.7,35438.0,16000.0,3773,310.0,57400.0,0.0,https://twitchtracker.com/supa_lol
Kolderiu,1010.0,42.8,66719.0,43300.0,3787,1200.0,864000.0,4950000.0,https://twitchtracker.com/kolderiu
Cone1996fc,442.0,170.4,4132.0,75300.0,3805,1800.0,75600.0,313000.0,https://twitchtracker.com/cone1996fc
Juanpa10ho,1576.0,6.4,3907.0,10100.0,3818,1100.0,4100.0,0.0,https://twitchtracker.com/juanpa10ho
Chiclanafriends,819.0,65.2,8912.0,53400.0,3819,-60.0,69600.0,2970000.0,https://twitchtracker.com/chiclanafriends
Borjapavon,805.0,67.3,5454.0,54100.0,3821,1300.0,112000.0,1840000.0,https://twitchtracker.com/borjapavon
Cartoons_cartoons_tv_2,136.0,678.4,478.0,92200.0,3836,6200.0,40300.0,0.0,https://twitchtracker.com/cartoons_cartoons_tv_2
Ikaoss11,918.0,51.4,3496.0,47200.0,3842,6900.0,164000.0,471000.0,https://twitchtracker.com/ikaoss11
Nenecreative,703.0,83.9,9464.0,59000.0,3866,3900.0,528000.0,3750000.0,https://twitchtracker.com/nenecreative
Mrferruzca,418.0,180.0,5013.0,75300.0,3868,795.0,149000.0,1790000.0,https://twitchtracker.com/mrferruzca
Adricontreras4,952.0,46.5,37526.0,44300.0,3884,6500.0,365000.0,414000.0,https://twitchtracker.com/adricontreras4
Ekkotheneeko,488.0,145.0,3692.0,70800.0,3890,4100.0,52700.0,615000.0,https://twitchtracker.com/ekkotheneeko
Konogenpact,574.0,114.6,4284.0,65800.0,3892,2600.0,28600.0,0.0,https://twitchtracker.com/konogenpact
Mumusiraneitor,608.0,104.7,2009.0,63700.0,3899,3400.0,238000.0,4340000.0,https://twitchtracker.com/mumusiraneitor
2025impsons,291.0,272.6,981.0,79400.0,3993,2600.0,2700.0,0.0,https://twitchtracker.com/2025impsons
Stanfamily_,158.0,547.7,616.0,86700.0,4003,835.0,9900.0,0.0,https://twitchtracker.com/stanfamily_
Juanicar_,1438.0,8.9,39445.0,12800.0,4029,350.0,209000.0,0.0,https://twitchtracker.com/juanicar_
Gonsabellla,399.0,178.0,24480.0,71100.0,4085,-1000.0,687000.0,21100000.0,https://twitchtracker.com/gonsabellla
Panamericanatvpe,325.0,231.9,2380.0,75300.0,4087,47.0,662.0,0.0,https://twitchtracker.com/panamericanatvpe
Teshrak,432.0,158.9,5628.0,68700.0,4107,468.0,50800.0,1300000.0,https://twitchtracker.com/teshrak
Rupaula15,1305.0,14.0,6355.0,18300.0,4121,1100.0,6600.0,0.0,https://twitchtracker.com/rupaula15
Isvolcano,1059.0,30.4,26980.0,32200.000000000004,4128,188.0,203000.0,5400000.0,https://twitchtracker.com/isvolcano
Castellano_southpar,134.0,632.9,421.0,84900.0,4143,3100.0,4700.0,0.0,https://twitchtracker.com/castellano_southpar
Zyfraraider,364.0,196.5,4103.0,71500.0,4147,621.0,64300.0,583000.0,https://twitchtracker.com/zyfraraider
Holisofi,1098.0,26.8,8222.0,29400.0,4148,531.0,135000.0,1930000.0,https://twitchtracker.com/holisofi
Hyakujin,689.0,75.8,3023.0,52300.0,4177,1600.0,55200.0,938000.0,https://twitchtracker.com/hyakujin
Miercolas_1,125.0,674.0,1183.0,84500.0,4178,4000.0,25200.0,0.0,https://twitchtracker.com/miercolas_1
Rodsquare,707.0,72.4,8599.0,51200.0,4180,302.0,432000.0,6150000.0,https://twitchtracker.com/rodsquare
Marserracanta_,1153.0,21.8,10815.0,25100.0,4201,1200.0,61400.0,0.0,https://twitchtracker.com/marserracanta_
Rosdri_twitch,848.0,49.9,13761.0,42300.0,4212,3000.0,447000.0,4000000.0,https://twitchtracker.com/rosdri_twitch
Miguelillo_rl,1116.0,24.2,6465.0,27000.0,4213,3700.0,418000.0,1300000.0,https://twitchtracker.com/miguelillo_rl
Anddriuu,355.0,196.8,2306.0,69800.0,4243,1300.0,16800.0,0.0,https://twitchtracker.com/anddriuu
Karchez,697.0,71.3,57020.0,49700.0,4267,-33.0,1330000.0,18400000.0,https://twitchtracker.com/karchez
Martiinezsa,552.0,104.9,2233.0,57800.0,4277,2000.0,30700.0,0.0,https://twitchtracker.com/martiinezsa
Chorifletes,333.0,210.8,4365.0,70300.0,4282,-1500.0,179000.0,0.0,https://twitchtracker.com/chorifletes
Strakatv,558.0,102.1,10900.0,56900.0,4301,437.0,249000.0,5640000.0,https://twitchtracker.com/strakatv
Dragon_tv17,124.0,655.4,684.0,81400.0,4322,3100.0,21400.0,0.0,https://twitchtracker.com/dragon_tv17
Train_9,519.0,111.3,9665.0,57800.0,4355,85.0,128000.0,3800000.0,https://twitchtracker.com/train_9
Suja,666.0,74.1,38316.0,49400.0,4357,457.0,1270000.0,30900000.0,https://twitchtracker.com/suja
Marluking_on_fire,1092.0,22.7,3798.0,24800.0,4364,2400.0,25200.0,0.0,https://twitchtracker.com/marluking_on_fire
Canal_5_tv,114.0,709.5,3237.0,80500.0,4378,226.0,13800.0,0.0,https://twitchtracker.com/canal_5_tv
Mario_destroyer,570.0,95.1,1871.0,54200.0,4381,2400.0,40800.0,0.0,https://twitchtracker.com/mario_destroyer
Lossantosdeatenas,125.0,633.3,300.0,79400.0,4391,2900.0,4500.0,0.0,https://twitchtracker.com/lossantosdeatenas
Lacasadelosfamososcol25,1372.0,5.8,3884.0,7900.0,4395,2800.0,2900.0,0.0,https://twitchtracker.com/lacasadelosfamososcol25
Byzapi,399.0,158.9,3269.0,63400.0,4406,295.0,109000.0,3470000.0,https://twitchtracker.com/byzapi
Goatclamp,334.0,200.6,2455.0,67000.0,4416,812.0,43000.0,0.0,https://twitchtracker.com/goatclamp
Amablitz,885.0,39.5,67925.0,34900.0,4442,3100.0,1560000.0,2610000.0,https://twitchtracker.com/amablitz
Rodenasink,571.0,92.2,3877.0,52600.0,4462,146.0,69700.0,1470000.0,https://twitchtracker.com/rodenasink
Gustavocsgoyt,390.0,161.3,2809.0,62900.0,4465,188.0,75500.0,9230000.0,https://twitchtracker.com/gustavocsgoyt
Betomedia,474.0,121.9,794.0,57800.0,4476,2200.0,3000.0,0.0,https://twitchtracker.com/betomedia
Charliebusbus,235.0,303.3,562.0,71300.0,4489,774.0,11700.0,0.0,https://twitchtracker.com/charliebusbus
Pausenpaii,427.0,141.0,7928.0,60200.0,4494,1900.0,79200.0,1880000.0,https://twitchtracker.com/pausenpaii
Fahhkies,506.0,109.6,8926.0,55500.0,4508,10.0,40000.0,0.0,https://twitchtracker.com/fahhkies
Victor21ylla,553.0,95.4,2031.0,52800.0,4510,814.0,1200.0,0.0,https://twitchtracker.com/victor21ylla
Shinchancastellano24h,109.0,718.3,1030.0,78100.0,4514,1400.0,8100.0,0.0,https://twitchtracker.com/shinchancastellano24h
Dsimons,266.0,256.7,5785.0,68200.0,4562,793.0,79900.0,1900000.0,https://twitchtracker.com/dsimons
Tanna,968.0,28.7,4968.0,27800.0,4578,2500.0,166000.0,0.0,https://twitchtracker.com/tanna
Tore1005,505.0,107.4,16367.0,54300.0,4579,103.0,108000.0,1130000.0,https://twitchtracker.com/tore1005
Nebu_lst,453.0,125.9,7437.0,57100.0,4588,854.0,20800.0,0.0,https://twitchtracker.com/nebu_lst
Qtevo,932.0,31.2,1673.0,29000.0,4612,966.0,28500.0,0.0,https://twitchtracker.com/qtevo
Erispheria,322.0,197.6,2107.0,63600.0,4635,1000.0,79500.0,386000.0,https://twitchtracker.com/erispheria
Pokemonmaxhd,261.0,255.9,1082.0,66700.0,4656,2200.0,2200.0,0.0,https://twitchtracker.com/pokemonmaxhd
X9nium,491.0,108.6,17884.0,53300.0,4671,515.0,32500.0,0.0,https://twitchtracker.com/x9nium
Feeckz,474.0,114.2,2556.0,54200.0,4680,1100.0,13600.0,0.0,https://twitchtracker.com/feeckz
Ggsantome,377.0,156.1,2427.0,58900.0,4728,299.0,48200.0,6100000.0,https://twitchtracker.com/ggsantome
Pokealexvgc,590.0,78.7,8141.0,46400.0,4747,529.0,62400.0,508000.0,https://twitchtracker.com/pokealexvgc
Cahos_gaming,217.0,309.5,15947.0,67300.0,4784,48.0,67700.0,7920000.0,https://twitchtracker.com/cahos_gaming
Dgo_latam,434.0,125.9,1587.0,54600.0,4792,2100.0,10400.0,0.0,https://twitchtracker.com/dgo_latam
Ernesbarbeq,400.0,140.5,114871.0,56100.0,4824,-1600.0,697000.0,18000000.0,https://twitchtracker.com/ernesbarbeq
Heikki360es,573.0,79.5,10180.0,45500.0,4866,748.0,107000.0,9830000.0,https://twitchtracker.com/heikki360es
Playermakertv,446.0,116.8,1562.0,52100.0,4916,197.0,10000.0,0.0,https://twitchtracker.com/playermakertv
Puntodeportivotv,534.0,87.8,4524.0,46900.0,4925,246.0,13200.0,0.0,https://twitchtracker.com/puntodeportivotv
Eneninn,489.0,100.7,4236.0,49200.0,4937,3200.0,184000.0,0.0,https://twitchtracker.com/eneninn
Iaguirregabiria,645.0,62.4,4543.0,40200.0,4939,276.0,28100.0,0.0,https://twitchtracker.com/iaguirregabiria
Rocketstreetlive,724.0,49.1,51956.0,35500.0,4946,558.0,198000.0,3670000.0,https://twitchtracker.com/rocketstreetlive
Donluckymx,313.0,186.8,16527.0,58500.0,4983,1000.0,57100.0,0.0,https://twitchtracker.com/donluckymx
Theakaleina,380.0,143.1,9875.0,54300.0,5009,792.0,239000.0,1350000.0,https://twitchtracker.com/theakaleina
Paulthintv,1080.0,13.1,15779.0,14200.0,5010,227.0,80300.0,0.0,https://twitchtracker.com/paulthintv
Mrkeroro10,582.0,73.1,29589.0,42500.0,5024,-334.0,1420000.0,15500000.0,https://twitchtracker.com/mrkeroro10
Agoweno23,434.0,117.0,2914.0,50800.0,5039,2600.0,21600.0,0.0,https://twitchtracker.com/agoweno23
Lordfertech,1100.0,11.4,4309.0,12500.0,5045,35.0,11800.0,0.0,https://twitchtracker.com/lordfertech
Beniju03,972.0,20.2,41981.0,19700.0,5055,1300.0,1890000.0,8700000.0,https://twitchtracker.com/beniju03
Cabolo,551.0,79.3,10974.0,43700.0,5059,6.0,56500.0,1330000.0,https://twitchtracker.com/cabolo
Gamstergaming,419.0,122.2,4237.0,51200.0,5068,8700.0,500000.0,534000.0,https://twitchtracker.com/gamstergaming
Zeusnami,1139.0,8.4,2427.0,9600.0,5093,122.0,7300.0,0.0,https://twitchtracker.com/zeusnami
Elvirayuki,523.0,85.3,4162.0,44600.0,5112,1100.0,79700.0,710000.0,https://twitchtracker.com/elvirayuki
Giuliogg,454.0,106.6,9694.0,48300.0,5125,649.0,41200.0,333000.0,https://twitchtracker.com/giuliogg
Alimentacionchino,196.0,320.4,4682.0,62700.0,5155,660.0,107000.0,0.0,https://twitchtracker.com/alimentacionchino
Rakkunvt,987.0,17.6,6903.0,17400.0,5157,3200.0,436000.0,592000.0,https://twitchtracker.com/rakkunvt
V1nchenso7,327.0,166.8,20114.0,54500.0,5197,1300.0,42700.0,1660000.0,https://twitchtracker.com/v1nchenso7
Zok3r,421.0,116.5,8632.0,49100.0,5204,390.0,227000.0,6840000.0,https://twitchtracker.com/zok3r
Latesitoo,701.0,46.5,21716.0,32600.0,5235,2400.0,276000.0,1480000.0,https://twitchtracker.com/latesitoo
Chapulincoloradotvx,121.0,543.2,443.0,65600.0,5250,367.0,461.0,0.0,https://twitchtracker.com/chapulincoloradotvx
Lapoblet,93.0,719.7,1488.0,67100.0,5259,1000.0,6000.0,0.0,https://twitchtracker.com/lapoblet
Srserpiente,513.0,83.6,18738.0,42900.0,5269,120.0,162000.0,4010000.0,https://twitchtracker.com/srserpiente
Kapo_013_barcelona,1112.0,7.3,34170.0,8100.0,5302,125.0,264000.0,3290000.0,https://twitchtracker.com/kapo_013_barcelona
Caradechiste,178.0,346.4,5036.0,61600.0,5305,-459.0,54600.0,9530000.0,https://twitchtracker.com/caradechiste
Evilcele,244.0,236.0,2398.0,57600.0,5320,1200.0,47700.0,382000.0,https://twitchtracker.com/evilcele
Joejoystick,299.0,180.9,1467.0,54100.0,5348,533.0,26600.0,0.0,https://twitchtracker.com/joejoystick
Juakynen,316.0,167.8,7174.0,53000.0,5356,312.0,11900.0,0.0,https://twitchtracker.com/juakynen
Blessedstx,458.0,96.9,1200.0,44400.0,5385,337.0,632.0,0.0,https://twitchtracker.com/blessedstx
S3kox,226.0,254.7,11448.0,57500.0,5399,589.0,25400.0,0.0,https://twitchtracker.com/s3kox
Iaaras2,595.0,61.0,11016.0,36300.0,5404,-77.0,831000.0,19300000.0,https://twitchtracker.com/iaaras2
Descifrandolaguerra,637.0,53.1,10391.0,33800.0,5410,303.0,63300.0,349000.0,https://twitchtracker.com/descifrandolaguerra
Willyrex,926.0,18.6,23871.0,17200.0,5413,2700.0,1360000.0,0.0,https://twitchtracker.com/willyrex
Yosoyricklive,517.0,78.1,4927.0,40400.0,5438,560.0,408000.0,2420000.0,https://twitchtracker.com/yosoyricklive
Rockstarcr,462.0,94.1,16225.0,43500.0,5443,1800.0,247000.0,3720000.0,https://twitchtracker.com/rockstarcr
Mayoguiplay,403.0,116.1,3928.0,46800.0,5448,1500.0,45500.0,0.0,https://twitchtracker.com/mayoguiplay
Soyfelipez360,407.0,112.5,20002.0,45800.0,5498,-162.0,256000.0,15900000.0,https://twitchtracker.com/soyfelipez360
Elyayete5,89.0,720.0,172.0,64000.0,5501,307.0,4300.0,0.0,https://twitchtracker.com/elyayete5
Padredefamiliaespolatino,90.0,709.6,220.0,63800.0,5514,819.0,1300.0,0.0,https://twitchtracker.com/padredefamiliaespolatino
Tonolaoveja,383.0,122.6,8808.0,46900.0,5520,168.0,139000.0,3040000.0,https://twitchtracker.com/tonolaoveja
Alexby11,573.0,62.3,73607.0,35700.0,5543,-2000.0,3230000.0,47600000.0,https://twitchtracker.com/alexby11
Skynorio,635.0,50.4,1908.0,32000.0,5555,467.0,34700.0,0.0,https://twitchtracker.com/skynorio
Eldenguee,727.0,36.4,35898.0,26500.0,5575,221.0,352000.0,2110000.0,https://twitchtracker.com/eldenguee
Islautaarg00,179.0,324.0,3670.0,57800.0,5578,38.0,55000.0,0.0,https://twitchtracker.com/islautaarg00
Caresapo,696.0,40.1,12443.0,27900.0,5599,1100.0,205000.0,0.0,https://twitchtracker.com/caresapo
Steyb,317.0,156.3,5391.0,49600.0,5604,793.0,302000.0,4960000.0,https://twitchtracker.com/steyb
Sramilcar,474.0,85.2,7019.0,40300.0,5626,788.0,241000.0,1930000.0,https://twitchtracker.com/sramilcar
Capitangatoo,826.0,24.1,67657.0,19900.0,5645,4900.0,1290000.0,983000.0,https://twitchtracker.com/capitangatoo
Mingod,456.0,89.9,9641.0,41000.0,5651,1800.0,283000.0,624000.0,https://twitchtracker.com/mingod
Conangw,303.0,163.1,2637.0,49500.0,5666,593.0,56500.0,0.0,https://twitchtracker.com/conangw
L0k0hgaming,593.0,55.4,1123.0,32800.0,5667,195.0,25100.0,1150000.0,https://twitchtracker.com/l0k0hgaming
Betacode79,598.0,54.2,5966.0,32400.0,5686,821.0,118000.0,0.0,https://twitchtracker.com/betacode79
Beatrixarias,87.0,704.7,330.0,61500.0,5698,1200.0,35600.0,0.0,https://twitchtracker.com/beatrixarias
Alia_asmr,95.0,640.9,363.0,61100.0,5699,1400.0,12800.0,0.0,https://twitchtracker.com/alia_asmr
Eltionick_tv,95.0,645.5,286.0,61000.0,5704,4300.0,21600.0,0.0,https://twitchtracker.com/eltionick_tv
Darizard9,607.0,51.7,5262.0,31400.0,5720,1200.0,33200.0,1020000.0,https://twitchtracker.com/darizard9
Smokeask1,440.0,92.7,2053.0,40800.0,5740,8000.0,35500.0,0.0,https://twitchtracker.com/smokeask1
Pandarina,506.0,72.9,9147.0,36900.0,5751,131.0,113000.0,3280000.0,https://twitchtracker.com/pandarina
Jackfyah,381.0,115.3,4920.0,43900.0,5767,2200.0,114000.0,1070000.0,https://twitchtracker.com/jackfyah
Sesuko,454.0,87.5,18055.0,39700.0,5768,662.0,58400.0,2410000.0,https://twitchtracker.com/sesuko
